ten_san_pham,ram_gb,o_cung_gb,gia_ban,cpu_NAN,ram_gb_NAN,o_cung_gb_NAN,vga_NAN,thuong_hieu_ASUS,thuong_hieu_Acer,thuong_hieu_Apple,thuong_hieu_Asus,thuong_hieu_DELL,thuong_hieu_Dell,thuong_hieu_GIGABYTE,thuong_hieu_Gigabyte,thuong_hieu_HP,thuong_hieu_Hp,thuong_hieu_Khác,thuong_hieu_LENOVO,thuong_hieu_Lenovo,thuong_hieu_Lg,thuong_hieu_MACBOOK,thuong_hieu_MSI,thuong_hieu_Msi,thuong_hieu_Other,thuong_hieu_Surface,cpu_Core Ultra 5,cpu_Core Ultra 7,cpu_Core Ultra 9,cpu_Core i3,cpu_Core i5,cpu_Core i7,cpu_Core i9,cpu_Other,cpu_Ryzen 5,cpu_Ryzen 7,vga_Apple GPU,vga_INTEL ARC GRAPHICS,vga_INTEL GRAPHICS,vga_INTEL IRIS XE,vga_INTEL IRIS XE GRAPHICS,vga_INTEL UHD GRAPHICS,vga_NVIDIA Card Rời,vga_Onboard,vga_Other,vga_RTX 3050 6GB
Laptop HP EliteBook 6 G1i - BQ9N0PT (Ultra 5-235U/ 16GB/ 512GB/ Win 11 Pro,0.0,0.0,0.9893795416433762,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop Msi Cyborg 15 A13UC-2082VN (i7-13620H/ GeForce RTX 3050/ 16GB/ 512GB/ Win 11 Home SEA,0.0,0.0,0.7657909446618223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 16GB/ 1TB,0.0,2.0,1.671827836780324,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 16GB/ 512GB,0.0,0.0,1.3979318054779206,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MacBook Pro M5 14 inch 2025 (10 CPU/ 10 GPU/ 24GB/ 1TB,1.0,2.0,1.945723868082728,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Laptop Asus ROG Strix SCAR 18 G835LW-SA193W (Ultra 9 275HX/ GeForce RTX 5080/ 32GB/ 1TB/ Win 11 Home,2.0,2.0,3.586920067076579,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Laptop HP OmniBook X Flip 14-fm0076TU - BZ7P6PA (Ultra 7-258V/ 32GB/ 512GB/ Win 11 Home SL + Office,2.0,0.0,1.1403018446059252,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop HP OmniBook X Flip 14-fk0092AU - BZ7P5PA (Ryzen AI 5 340/ 16GB/ 512GB/ Win 11 Home SL + Office,0.0,0.0,0.6539966461710452,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Laptop HP OmniBook 5 AI 16-af1052TU - C1MN6PA (Ultra 7-255U/ 32GB/ 512GB/ Win 11 Home SL + Office,2.0,0.0,0.8049189491335942,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop HP OmniBook 5 AI 16-af1054TU - C1MN8PA (Ultra 7-255U/ 32GB/ 512GB/ Win 11 Home SL + Office,2.0,0.0,0.7602012297372834,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop Dell 16 DC16250 - 71076092 (Core 5 120U/ 16GB/ 1TB/ Win 11 Home + Office + Microsoft,0.0,2.0,0.4639463387367244,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop Dell 16 Plus DB16250 - DB6U5387W1 (Ultra 5-226V/ 16GB/ 1TB/ Win 11 Home + Office + Microsoft,0.0,2.0,0.7825600894354388,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop Dell 15 DC15250 - DC5I7748W1 (i7-1355U/ 16GB/ 512GB/ Win 11 Home SL + Office,0.0,0.0,0.2459474566797093,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop Dell 16 DC16250 - C7U161W11BLU (Core 7 150U/ 16GB/ 1TB/ Win 11 Home + Office + Microsoft,0.0,2.0,0.5589714924538849,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop Acer Aspire 16 AI A16-71M-71U7 (Ultra 7-155H/ 16GB/ 512GB/ Win 11 Home SL,0.0,0.0,0.3130240357741755,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop Lenovo Legion 5 15IRX10 - 83LY00HQVN (i7-13650HX/ GeForce RTX 5060/ 16GB/ 512GB/ Win 11 Home SL + Office,0.0,0.0,1.621017328116266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Laptop Lenovo LOQ 15IRX10 - 83JE00PEVN (i7-13650HX/ GeForce RTX 5050/ 16GB/ 512GB/ Win 11 Home,0.0,0.0,1.2297372833985467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Laptop Acer Nitro ProPanel AN16S-61-R5F4 (Ryzen AI 7 350/ GeForce RTX 5060/ 16GB/ 512GB/ Win 11 Home SL,0.0,0.0,2.0122973728339857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Laptop Dell 15 DC15250 - CPH997 (i7-1355U/ 16GB/ 1TB/ Win 11 Home SL + Office,0.0,2.0,0.3074343208496367,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Laptop Lenovo LOQ 15ARP9 - 83JC00M3VN (Ryzen 5 7235HS/ GeForce RTX 3050/ 16GB/ 1TB/ Win 11 Home SL, English",0.0,2.0,0.6987143655673561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Laptop Lenovo LOQ 15ARP9 - 83JC00LVVN (Ryzen 5 7235HS/ GeForce RTX 3050/ 16GB/ 512GB/ Win 11 Home SL, English",0.0,0.0,0.5869200670765791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Laptop Acer Aspire Lite AL15-42P-R08M (Ryzen 7 7730U/ 16GB/ 512GB/ Win 11 Home SL + Office,0.0,0.0,0.0279485746226942,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Laptop HP Omen 16-am0178TX - BX8Y4PA (Ultra 5-225H/ GeForce RTX 5060/ 16GB/ 512GB/ Win 11 Home SL,0.0,0.0,1.3415315818893236,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Laptop HP OmniBook 7 Aero 13-bg1085AU - BZ7U6PA (Ryzen AI 7 350/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft,0.0,0.0,0.7937395192845165,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Laptop HP OmniBook 5 16-ag1068AU - BZ7T0PA (Ryzen AI 5 340/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft,0.0,0.0,0.514253773057574,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Laptop HP OmniBook 7 14-fr0033TU - C1MN2PA (Ultra 5-225U/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft,0.0,0.0,0.5310229178311906,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop HP OmniBook 7 Aero 13-bg1083AU - BZ7R9PA (Ryzen AI 7 350/ 32GB/ 512GB/ Win 11 Home + Office + Microsoft,2.0,0.0,0.8664058133035215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Laptop HP OmniBook 5 16-ag1067AU - BZ7U5PA (Ryzen AI 7 350/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft,0.0,0.0,0.6260480715483511,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Laptop HP OmniBook 7 Aero 13-bg1087AU - BZ7S1PA (Ryzen AI 5 340/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft,0.0,0.0,0.6036892118501956,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Laptop HP Omen 16-am0180TX - BX8Y6PA (Ultra 5-225H/ GeForce RTX 5050/ 16GB/ 512GB/ Win 11 Home SL,0.0,0.0,1.173840134153158,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Laptop Acer Nitro ProPanel ANV16S-61-R9ZV (Ryzen AI 7 350/ GeForce RTX 5060/ 32GB/ 1TB/ Win 11 Home SL,2.0,2.0,2.1799888205701508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Laptop Acer Nitro ProPanel ANV16S-61-R0B8 (Ryzen AI 5 340/ GeForce RTX 5050/ 16GB/ 512GB/ Win 11 Home SL,0.0,0.0,1.5651201788708775,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Laptop Dell 15 DC15255 - X9YM41 (Ryzen 7 7730U/ 16GB/ 1TB/ Win 11 Home SL + Office,0.0,2.0,0.2515371716042482,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Laptop Lenovo Yoga 7-14IMH9 - 83CV00D8VN (Ultra 5-125H/ 16GB/ 1TB/ Win 11 Home + Office + Microsoft,0.0,2.0,0.5589714924538849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop Lenovo LOQ 15AHP10 - 83JG0047VN (Ryzen 7 250/ GeForce RTX 5050/ 16GB/ 512GB/ Win 11 Home SL,0.0,0.0,1.0899944102850754,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Laptop Lenovo Thinkpad X9-15 Gen 1 - 21Q60055VN (Ultra 7-258V/ 32GB/ 1TB/ Win 11 Pro,2.0,2.0,2.2302962548910004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop Lenovo ThinkPad T14s Gen 6 - 21R10008VN (Ultra 7-255H/ 32GB/ 1TB/ Win 11 Pro,2.0,2.0,1.917272219116825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop Lenovo Thinkpad X9-14 Gen 1 - 21QA006HVN (Ultra 5-228V/ 32GB/ 1TB/ Win 11 Pro,2.0,2.0,1.8893236444941308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop Lenovo ThinkPad X1 Carbon Gen 13 - 21NX003DVN (Ultra 5-225H/ 16GB/ 1TB/ Win 11 Pro,0.0,2.0,1.8334264952487425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop Lenovo Thinkpad X9-14 Gen 1 - 21QA006GVN (Ultra 5-228V/ 32GB/ 1TB/ Win 11 Pro,2.0,2.0,1.665735047512577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop Lenovo Thinkpad X9-14 Gen 1 - 21QA006EVN (Ultra 5-226V/ 16GB/ 1TB/ Win 11 Pro,0.0,2.0,1.548351034097261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop Asus ROG Zephyrus G14 GA403WP-QS045WS (Ryzen AI 9 HX 370/ GeForce RTX 5070/ 32GB/ 1TB/ Win 11 Home + Office + Microsoft,2.0,2.0,2.5153717160424818,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Laptop Asus TUF Gaming A15 FA506NCG-HN184W (Ryzen 7 7445HS/ GeForce RTX 3050/ 16GB/ 512GB/ Win 11 Home,0.0,0.0,0.3074343208496367,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Laptop Asus ROG Strix G16 G615LR-S5289W (Ultra 7-255HX/ GeForce RTX 5070Ti/ 16GB/ 1TB/ Win 11 Home,0.0,2.0,2.291783119060928,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Laptop Dell DC15255 - DC5R5802W1 (Ryzen 5 7530U/ 16GB/ 512GB/ Win 11 Home SL + Office,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Laptop Lenovo LOQ 15IRX9 - 83DV01ALVN (i7-13650HX/ GeForce RTX 4050/ 16GB/ 512GB/ Win 11 Home SL, English",0.0,0.0,0.9502515371716044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Laptop Lenovo ThinkPad X9-15 Gen 1 - 21Q60051VN (Ultra 5-228V/ 32GB/ 1TB/ Win 11 Pro,2.0,2.0,1.7887087758524316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop Lenovo ThinkPad X9-15 Gen 1 - 21Q6004YVN (Ultra 5-226V/ 16GB/ 1TB/ Win 11 Pro,0.0,2.0,1.6769144773616549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop Asus Vivobook S16 S5606CA-RI171WS (Ultra 7-255H/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft,0.0,0.0,0.8049189491335942,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop Acer Nitro ProPanel ANV15-41-R7CR (Ryzen 5 7535HS/ GeForce RTX 4050/ 16GB/ 512GB/ Win 11 Home SL,0.0,0.0,0.7266629401900503,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Laptop HP Envy X360 14-fc0155TU - AY8W3PA (Ultra 7-155U/ 16GB/ 1TB/ Win 11 Home SL + Office,0.0,2.0,1.0173281162660703,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop HP 14 ep1005TU - 9Z2W0PA (Core 7 150U/ 16GB/ 1TB/ Win 11 Home SL,0.0,2.0,0.3409726103968697,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop HP Elitebook 640 G11 - A7LB1PT (Ultra 5-125U/ 16GB/ 512GB/ Win 11 Home SL,0.0,0.0,0.534376746785914,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop HP 250 G10 - A06FFPT (i7-1355U/ 16GB/ 512GB/ Win 11 Home SL,0.0,0.0,0.4024594745667971,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop Acer Nitro ProPanel ANV15-41-R0Y4 (Ryzen 7 7735HS/ GeForce RTX 4050/ 16GB/ 512GB/ Win 11 Home SL,0.0,0.0,1.0061486864169928,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Laptop Acer Gaming Predator Helios PHN16-73-757W (Ultra 7-255HX/ GeForce RTX 5060/ 32GB/ 1TB/ Win 11 Home SL,2.0,2.0,2.57126886528787,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Laptop Acer Nitro ProPanel ANV15-52-59AA (Core i5-13420H/ GeForce RTX 5050/ 16GB/ 512GB/ Win 11 Home SL,0.0,0.0,0.8943543879262158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Laptop Asus Gaming V16 V3607VU-RP216W (Core 7 240H/ GeForce RTX 4050/ 16GB/ 512GB/ Win 11 Home,0.0,0.0,0.7657909446618223,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Laptop HP Victus 15-fb3116AX - BX8U4PA (Ryzen 7 7445HS/ GeForce RTX 3050/ 16GB/ 512GB/ Win 11 Home,0.0,0.0,0.5869200670765791,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Laptop Asus Vivobook S16 S3607CA-SH082WS (Ultra 5-225H/ 16GB/ 512GB/ Win 11 Home + Office + Microsoft,0.0,0.0,0.3912800447177194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop HP Omni 5 16-af1046TU - BZ7Q8PA (Ultra 5-225U/ 16GB/ 512GB/ Win 11 Home SL + Office,0.0,0.0,0.4863051984348798,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop HP Omnibook 5 16-af1048TU - BZ7Q9PA (Ultra 5-225U/ 16GB/ 512GB/ Win 11 Home SL + Office,0.0,0.0,0.441587479038569,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop HP Victus 15-fb3115AX - BX9C9PA (Ryzen 7 7445HS/ GeForce RTX 4050/ 16GB/ 512GB/ Win 11 Home,0.0,0.0,0.7098937954164337,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Laptop Msi Katana B14WFK-267VN (i7-14650HX/ GeForce RTX 5060/ 32GB/ 512GB/ Win 11 Home,2.0,0.0,1.9564002235885969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Laptop Asus Vivobook 14 X1404VA-EB509W (i3-1315U/ 8GB/ 512GB/ Win 11 Home,-1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop Msi Katana B14WEK-286VN (i5-14450HX/ GeForce RTX 5050/ 16GB/ 512GB/ Win 11 Home,0.0,0.0,1.3974287311347122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Laptop Asus Gaming V16 V3607VU-RP343W (Core 5 210H/ GeForce RTX 4050/ 16GB/ 512GB/ Win 11 Home,0.0,0.0,0.5589714924538849,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Laptop Asus Zenbook 14 UX3405CA-PZ188WS (Ultra 7-255H/ 32GB/ 1TB/ Win 11 Home + Office + Microsoft,2.0,2.0,1.1961989938513136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Laptop Asus TUF Gaming F16 FX608JH-RV039W (i5-13450HX/ GeForce RTX 5050/ 16GB/ 1TB/ Win 11 Home,0.0,2.0,0.9167132476243712,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Laptop Asus ROG Zephyrus G14 GA403WM-QS051WS (Ryzen AI 9 HX 370/ GeForce RTX 5060/ 32GB/ 1TB/ Win 11 Home + Office + Microsoft,2.0,2.0,2.3476802683063163,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Laptop Asus TUF Gaming A14 FA401KM-RG010WS (Ryzen AI 7 350/ GeForce RTX 5060/ 32GB/ 1TB/ Win 11 Home + Office + Microsoft,2.0,2.0,1.5762996087199552,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Laptop Asus ROG Strix G16 G615JPR-S5107W (i7-14650HX/ GeForce RTX 5070/ 32GB/ 1TB/ Win 11 Home,2.0,2.0,1.9060927892677475,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Laptop Asus ROG Flow Z13 GZ302EA-RU145WS (AI MAX+ 395/ 128GB/ 1TB/ Win 11 Home + Office + Microsoft,0.0,-1.5,3.586920067076579,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laptop Asus ROG Zephyrus G16 GU605CM-QR078W (Ultra 9-285H/ GeForce RTX 5060/ 32GB/ 1TB/ Win 11 Home,2.0,2.0,2.627166014533259,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Laptop Asus Gaming V16 V3607VH-RP025W (Core 7 240H/ GeForce RTX 5050/ 16GB/ 512GB/ Win 11 Home,0.0,0.0,0.9502515371716044,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Laptop Asus ROG Zephyrus G14 GA403WR-QS156WS (Ryzen AI 9 HX 370/ GeForce RTX 5070Ti/ 32GB/ 1TB/ Win 11 Home + Office + Microsoft,2.0,2.0,3.05757406372275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Laptop Asus TUF Gaming F16 FX608JPR-RV044W (i7-14650HX/ GeForce RTX 5070/ 16GB/ 1TB/ Win 11 Home,0.0,2.0,1.5762996087199552,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Laptop LG Gram Book 15U50T-G.AV56A5 (i5-1334U/ 16GB/ 512GB/ Win 11 Home,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
